"","baseMean","log2FoldChange","lfcSE","pvalue","padj"
"ENSG00000168243.12",68.9561856379335,-2.26517638774655,0.859242963733461,0.000365612280482585,0.00910968371584443
"ENSG00000077585.15",319.500918523083,1.35947146469318,0.461987926094437,0.000334001094513987,0.00844278621604112
"ENSG00000180875.6",338.582690189474,-3.20373584467361,0.410846396614567,3.42897696694701e-16,1.81832685118997e-13
"ENSG00000300002.1",5.91322173475945,-3.82531046362707,1.82119891730946,0.00138150836940756,0.0242395873209564
"ENSG00000162849.16",209.880853058645,3.16930000399349,0.629866540479142,2.66674145084234e-08,3.09761067668558e-06
"ENSG00000130508.12",925.97608064689,2.27877869920089,0.618214157269463,1.32798379472263e-05,0.00061937875152331
"ENSG00000287126.1",47.3805844381144,2.00673772149964,0.621028984353865,8.05793072987191e-05,0.00277988127735714
"ENSG00000134326.12",211.951544282501,1.89125690664918,0.866012999909995,0.00142668959998851,0.0246642377126291
"ENSG00000134321.13",1044.68693302493,3.57095667962044,1.10234424707899,4.29407461159675e-05,0.00165219637402182
"ENSG00000228203.9",20.9270281637191,1.63843009430608,0.805737596013167,0.00249350997362499,0.0369703134051177
"ENSG00000301544.1",74.0289975397601,-6.06196149550285,0.840094208985753,9.71505614942744e-14,3.29138006462477e-11
"ENSG00000115758.15",1093.62326059238,2.073165868479,0.421432700038871,6.66984592467306e-08,6.95288682224573e-06
"ENSG00000143882.13",177.378944875952,-2.69079712663569,0.866983089516573,8.18821242900897e-05,0.00281316994057487
"ENSG00000134324.13",1571.6045512835,-2.08167154733686,0.3023093481339,4.32370293106589e-13,1.31835106996863e-10
"ENSG00000236289.5",3.42409601624129,-4.32948437331492,3.04658716101584,0.00213672955244681,0.0331560076163073
"ENSG00000309887.1",7.25962882362499,-3.04657546707228,1.22237676470504,0.000896919832396006,0.0178892604019916
"ENSG00000170745.13",314.162110650539,1.86569223772324,0.469915727237492,5.58821948839385e-06,0.000302247090865613
"ENSG00000132031.14",18.9686933708335,2.12956132350728,1.0071835018451,0.00152438370600184,0.0259407926040779
"ENSG00000115138.12",27.8004717754209,2.85659706685739,1.157133111969,0.000504226347414208,0.0115815379401834
"ENSG00000138080.15",1040.50868360682,1.41717897716818,0.697742942820931,0.00317453516215531,0.0447092587820176
"ENSG00000205221.14",106.389490934016,-3.42781317973906,0.789566747091188,5.8051663055542e-07,4.50972680545808e-05
"ENSG00000231367.7",14.5204860319084,-2.09900053901055,0.832432421214903,0.000664071070382903,0.0143732791657943
"ENSG00000235009.2",7.11815996296665,-3.45427726342129,1.48908701492766,0.0015281809934022,0.0259407926040779
"ENSG00000152154.13",24.1232394356752,-1.56068865049445,0.683204294738936,0.00154605561457948,0.0261713633632459
"ENSG00000227028.7",73.8959878290861,-2.6831300804834,0.72515122597606,1.02488249570967e-05,0.000497017071925367
"ENSG00000162878.14",133.519391835292,1.67739266108146,0.539368796141035,0.000143538854006951,0.0044658508765746
"ENSG00000231826.9",11.0677735642827,-3.21055807813158,0.960079587394001,6.57411592070781e-05,0.00233424177079804
"ENSG00000230587.6",29.5754835278105,-2.85071916540327,0.827032958294939,2.8980758136814e-05,0.00118811366929631
"ENSG00000170577.9",37.4122750797927,2.67525213179331,0.932369764496406,0.000175755046442577,0.00517776913994417
"ENSG00000228100.3",37.3012973371083,-1.55261792489719,0.653844006588061,0.00128112437341193,0.0229782844416451
"ENSG00000115956.10",770.295804802665,1.92503958491289,0.676230385570188,0.000267632199448596,0.00716372599590705
"ENSG00000169604.22",3290.56982188782,1.11608143439848,0.354855736584998,0.000249191313832312,0.00673893982074456
"ENSG00000152672.8",20.2704940266971,-2.8955268380186,0.848599878815556,3.72454368770093e-05,0.00147010993809205
"ENSG00000116031.9",167.710201731214,-5.62231131402765,0.622446052478029,1.04377421732161e-20,1.2730392241563e-17
"ENSG00000116035.4",10.3635909274385,2.35071263690631,1.1617033996783,0.00186845757969176,0.030223664284762
"ENSG00000124374.10",263.355555835233,-2.23593599140362,0.35640574900788,2.54357903299915e-11,5.49075427893347e-09
"ENSG00000257702.6",49.9244425475583,1.22506262942201,0.468820118207522,0.0010649528520625,0.0202473849730012
"ENSG00000306831.1",27.646466687433,2.3402596013958,1.29884904376495,0.00230242426852243,0.0349272606853655
"ENSG00000115363.15",31.3718636652141,1.89247172146161,0.785510236900706,0.000863147129662574,0.0173719042358574
"ENSG00000287763.2",5.10945486473114,-3.60841881948363,1.78077558267832,0.00173585458008854,0.0284752527048419
"ENSG00000299590.1",5.24619849785157,-5.25981115203116,3.06396085637685,0.000903567021402497,0.0179896885603408
"ENSG00000261600.2",54.3160987084029,-6.33625295459782,1.25273648230751,4.13984259700441e-08,4.46161081572659e-06
"ENSG00000286698.2",10.3164557758926,-4.31874540684995,1.26781908543139,0.000102105869550963,0.00336122601343676
"ENSG00000236969.2",5.44359487084522,-3.7054196225261,1.72311152724518,0.00118666701673812,0.0218793412995411
"ENSG00000291142.2",156.802946509911,-3.5750001361718,0.563820067360932,1.06203837192311e-11,2.51517495206994e-09
"ENSG00000296481.1",17.130643468183,-5.2341842892957,1.16367299721162,2.22839134988664e-06,0.000137962310146662
"ENSG00000231062.1",79.3996752698425,-4.86377544669614,1.08245273356298,3.25574124917953e-07,2.80626488661612e-05
"ENSG00000158050.7",208.462463921834,2.84716309953777,1.00128707363835,0.000172699787404243,0.00511245863367924
"ENSG00000084090.15",1669.891025897,1.12518873126749,0.473517608996974,0.00239103547651697,0.0358699436523238
"ENSG00000121152.11",179.711617345621,1.76978250768732,0.846011369983056,0.00188571839225729,0.0304148468863924
"ENSG00000144218.21",99.099082721116,-1.78904800081483,0.453184371230279,6.02337704956018e-06,0.000320105090130548
"ENSG00000196460.15",22.0030100896453,2.50707515655006,1.12748333144059,0.000974983956337899,0.0190414600856288
"ENSG00000172965.18",318.612710194633,1.18498001421277,0.401830737415727,0.000418209238710052,0.0101003742176775
"ENSG00000227992.1",11.1237966766017,2.28087512189057,0.964960791886744,0.001015729599525,0.019601813387036
"ENSG00000125538.12",214.618984501525,1.66337594211958,0.667637664174003,0.000849731060874867,0.0172012363219258
"ENSG00000136694.9",1485.68100043788,-5.94557821528413,1.05733556377606,7.01166874222066e-10,1.17955610778613e-07
"ENSG00000136689.20",14174.6570534249,-2.8978940126278,0.867277163445818,3.53243455802362e-05,0.00140795222506324
"ENSG00000163064.7",22.0773871110613,8.18386013672309,2.98489496913841,1.75096888644688e-06,0.000110938659862594
"ENSG00000163075.14",10.3643519810488,-2.94109674755502,1.49633293544775,0.00185510327696962,0.0300621757432597
